feature_id,semantic_source_feature_id,relevance_scaled,confidence_scaled,agreement,reliability,text_score,condition,llm_runs
F001044,F001990,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001045,F001920,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001046,F000334,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001047,F000499,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001048,F001231,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001049,F000839,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001050,F001770,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001051,F001036,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001052,F000861,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001053,F001482,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001054,F001465,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001055,F000124,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001056,F000361,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001057,F001818,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001058,F000427,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001059,F001097,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001060,F000243,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001061,F000174,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001062,F001346,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001063,F001062,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001064,F001381,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001065,F001047,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001066,F000053,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001067,F001298,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001068,F000397,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001069,F001433,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001070,F001098,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001071,F001114,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001072,F000132,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001073,F001618,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001074,F000344,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001075,F000721,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001076,F001205,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001077,F000703,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001078,F000216,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001079,F000960,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001080,F001199,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001081,F000697,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001082,F000969,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001083,F001510,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001084,F000227,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001085,F000808,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001086,F000337,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001087,F000725,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001088,F001295,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001089,F001950,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001090,F001849,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001091,F001573,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001092,F001525,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001093,F000942,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001094,F000959,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001095,F001461,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001096,F001161,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001097,F001529,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001098,F001410,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001099,F000135,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001100,F000466,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001101,F000408,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001102,F000852,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001103,F000875,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001104,F001003,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001105,F001128,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001106,F000431,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001107,F001648,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001108,F001863,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001109,F000025,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001110,F001690,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001111,F000501,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001112,F001944,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001113,F001158,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001114,F000113,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001115,F000634,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001116,F000914,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001117,F001122,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001118,F001762,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001119,F001617,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001120,F001249,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001121,F000694,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001122,F001395,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001123,F000915,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001124,F000036,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001125,F001724,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001126,F001755,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001127,F000715,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001128,F001310,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001129,F000345,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001130,F000967,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001131,F000222,0.75,1.0,1.0,1.0,0.75,permuted_seed_0019,3
F001132,F000804,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001133,F000093,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001134,F000925,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001135,F001008,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001136,F001534,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001137,F001792,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001138,F000225,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001139,F000605,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001140,F001364,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001141,F000672,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001142,F000151,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001143,F000038,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001144,F000024,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001145,F001717,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001146,F001272,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001147,F001277,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001148,F000270,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001149,F001824,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001150,F001608,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001151,F000708,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001152,F001689,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001153,F001296,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001154,F000194,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001155,F000678,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001156,F000734,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001157,F000655,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001158,F000368,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001159,F000238,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001160,F000333,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001161,F001660,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001162,F000606,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001163,F000399,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001164,F001382,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001165,F000387,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001166,F000676,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001167,F000598,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001168,F001077,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001169,F000299,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001170,F001738,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001171,F001229,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001172,F000755,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001173,F000896,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001174,F001743,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001175,F000215,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001176,F000871,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001177,F001183,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001178,F001168,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001179,F001559,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001180,F001420,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001181,F000483,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001182,F001278,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001183,F000213,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001184,F000696,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001185,F000139,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001186,F001831,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001187,F000886,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001188,F000311,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001189,F000838,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001190,F000316,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001191,F001144,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001192,F001913,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001193,F000279,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001194,F001299,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001195,F000644,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001196,F000277,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001197,F000210,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001198,F000518,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001199,F000247,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001200,F000597,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001201,F001241,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001202,F000977,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001203,F001825,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001204,F000179,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001205,F001887,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001206,F001113,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001207,F001192,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001208,F000089,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001209,F001333,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001210,F001017,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001211,F001880,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001212,F000535,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001213,F001897,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001214,F001894,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001215,F001775,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001216,F000520,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001217,F001535,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001218,F001858,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001219,F001905,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001220,F000786,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001221,F000452,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001222,F000362,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001223,F000719,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001224,F000727,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001225,F001862,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001226,F001354,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001227,F001709,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001228,F001328,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001229,F000390,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001230,F000592,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001231,F000002,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001232,F001370,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001233,F001280,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001234,F001383,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001235,F001658,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001236,F001685,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001237,F000985,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001238,F000572,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001239,F000996,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001240,F000524,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001241,F001430,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001242,F001342,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001243,F000860,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001244,F001032,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001245,F000890,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001246,F001829,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001247,F000338,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001248,F001826,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001249,F000679,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001250,F000251,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001251,F000827,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001252,F001200,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001253,F001127,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001254,F001366,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001255,F001710,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001256,F000189,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001257,F001538,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001258,F000690,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001259,F001812,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001260,F001695,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001261,F000862,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001262,F001390,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001263,F000538,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001264,F000005,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001265,F000111,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001266,F001641,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001267,F001736,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001268,F001961,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001269,F000941,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001270,F001386,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001271,F001594,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001272,F001560,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001273,F001440,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001274,F000869,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001275,F001396,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001276,F001980,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001277,F001948,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001278,F000369,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001279,F001016,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001280,F001577,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001281,F001377,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001282,F001871,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001283,F001970,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001284,F001059,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001285,F001592,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001286,F000948,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001287,F001846,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001288,F001912,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001289,F001303,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001290,F000127,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001291,F001771,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001292,F001022,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001293,F000753,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001294,F000617,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001295,F000767,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001296,F000435,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001297,F001694,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001298,F000259,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001299,F000082,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001300,F001202,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001301,F001092,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001302,F001899,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001303,F000453,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001304,F001477,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001305,F001380,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001306,F000477,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001307,F001232,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001308,F000913,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001309,F001157,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001310,F001056,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001311,F000357,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001312,F001426,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001313,F001069,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001314,F001512,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001315,F001193,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001316,F000152,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001317,F001189,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001318,F001253,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001319,F000168,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001320,F000063,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001321,F001184,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001322,F001623,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001323,F000480,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001324,F001340,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001325,F000181,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001326,F001682,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001327,F001294,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001328,F000286,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001329,F001557,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001330,F001356,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001331,F000994,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001332,F001665,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001333,F001708,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001334,F001492,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001335,F001243,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001336,F000478,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001337,F000910,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001338,F000955,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001339,F001612,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001340,F000023,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001341,F000252,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001342,F000051,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001343,F000578,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001344,F000144,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001345,F001558,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001346,F001233,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001347,F001723,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001348,F000668,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001349,F001463,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001350,F000698,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001351,F001230,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001352,F000952,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001353,F001271,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001354,F000416,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001355,F000740,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001356,F001314,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001357,F000851,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001358,F000430,0.5,1.0,0.5,0.5,0.5,permuted_seed_0019,3
F001359,F001495,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001360,F001349,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001361,F000671,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001362,F001626,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001363,F001671,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001364,F001329,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001365,F000078,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001366,F001878,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001367,F000465,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001368,F001835,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001369,F000968,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001370,F000635,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001371,F000170,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001372,F001376,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001373,F000379,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001374,F001505,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001375,F000770,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001376,F000437,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001377,F001335,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001378,F000537,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001379,F001643,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001380,F001739,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001381,F001379,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001382,F000265,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001383,F001675,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001384,F000834,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001385,F001313,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001386,F000923,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001387,F001105,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
F001388,F001553,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001389,F001090,0.5,1.0,1.0,1.0,0.5,permuted_seed_0019,3
F001390,F000476,0.0,1.0,1.0,1.0,0.0,permuted_seed_0019,3
F001391,F001833,0.25,1.0,1.0,1.0,0.25,permuted_seed_0019,3
